Region,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,9,626,1,809,13,216,345,66.5,66.5,5228,651.5,651.5,316,230.44,230.44,230.44,2745,2745,3067,1651,553,43877,69.59,69.59,69.59,316,9,30,14,14,693.5,693.5,693.5,693.5,367.5,367.5,60,337,68818,211,1759,0,0,0,604,2574,71392,6638.5,0,0,6874,75692,0,0,0,-1687,0,58,0,213,2,35,46,5.5,5.5,707,169.5,169.5,43,39.96,39.96,39.96,764.5,764.5,31,121,118,6427,12.66,12.66,12.66,56,1,4,1,1,93.25,93.25,93.25,93.25,54,54,9,34,10425,35,434,0,0,0,160,629,11054,0,0,0,629,11054,0,0,0,629,0,25,0,96,3,5,150,2.5,2.5,492,35.5,35.5,26,24.63,24.63,24.63,390,390,28,132,133,2383,6,6,6,17,0,2,0.5,0.5,34.75,34.75,34.75,34.75,28,28,5,34,4675,16,114,0,0,0,93,223,4898,0,0,0,223,4898,0,0,0,223,0
1,10,8.5,6.5,137,0,3.5,38,0,0,149.5,4331,4331,4606,969.36,969.36,969.36,1997,1997,2018,392.5,251.5,4773,10.66,10.66,10.66,6.5,0,0,6,6,85.26,85.26,85.26,85.26,17.25,17.25,6.5,178,28561.5,7,-19,0,-493.5,-493.5,404.5,-594.5,27967,79835.35,0,0,16707.5,45269,0,0,0,851,0,0.5,8,6.5,0,0,6.5,0,0,56.5,895.25,895.25,1517.5,303.2,303.2,303.2,356.75,356.75,325,94,112,1745.5,1.67,1.67,1.67,0,0,0,3.75,3.75,5.63,5.63,5.63,5.63,0.75,0.75,0,7.5,7330.5,0,18,0,0,0,50.5,68.5,7399,0,0,0,68.5,7399,0,0,0,68.5,0,0,1,22,0,0.5,50.5,0,0,48.5,640.75,640.75,1165.5,277.55,277.55,277.55,723.5,723.5,555.5,70,181.5,626,6.34,6.34,6.34,0,0,0,1,1,4.37,4.37,4.37,4.37,0.75,0.75,0,40,6363,0,11.5,0,54.25,54.25,60,180,6543,0,0,0,180,6543,0,0,0,180,0
1,11,8.5,6.5,137,0,3.5,38,0,0,149.5,4331,4331,4606,969.36,969.36,969.36,1997,1997,2018,392.5,251.5,4773,10.66,10.66,10.66,6.5,0,0,6,6,85.26,85.26,85.26,85.26,17.25,17.25,6.5,178,28561.5,7,-19,0,-493.5,-493.5,404.5,-594.5,27967,79835.35,0,0,16707.5,45269,0,0,0,851,0,0.5,8,6.5,0,0,6.5,0,0,56.5,895.25,895.25,1517.5,303.2,303.2,303.2,356.75,356.75,325,94,112,1745.5,1.67,1.67,1.67,0,0,0,3.75,3.75,5.63,5.63,5.63,5.63,0.75,0.75,0,7.5,7330.5,0,18,0,0,0,50.5,68.5,7399,0,0,0,68.5,7399,0,0,0,68.5,0,0,1,22,0,0.5,50.5,0,0,48.5,640.75,640.75,1165.5,277.55,277.55,277.55,723.5,723.5,555.5,70,181.5,626,6.34,6.34,6.34,0,0,0,1,1,4.37,4.37,4.37,4.37,0.75,0.75,0,40,6363,0,11.5,0,54.25,54.25,60,180,6543,0,0,0,180,6543,0,0,0,180,0
1,12,194,128,1395,45,62,129,5,5,147,34.5,34.5,1538,520.15,520.15,520.15,816.5,816.5,396,331,394,18165,17.65,17.65,17.65,711,12,56,103.5,103.5,152.75,152.75,152.75,152.75,430,430,5,81,28794,76,1146,6,362,362,-188,1764,30558,54849.57,0,0,4556,33350,0,0,0,15930,0,46,64,272,24,15,51,3,3,61,13.5,13.5,434,159.18,159.18,159.18,711,711,91,136,284,3355,8.66,8.66,8.66,305,3,20,35,35,55,55,55,55,105,105,0,12,7632,30,358,0,108.5,108.5,25,630,8262,0,0,0,630,8262,0,0,0,630,0,36,25,900,35,11,368,1.5,1.5,126,29,29,766,409.92,409.92,409.92,1281.5,1281.5,266,164,684,2260,17.65,17.65,17.65,243,4,24,31.5,31.5,52.75,52.75,52.75,52.75,121,121,0,33,10369,35,312,0,130,130,89,696,11065,0,0,0,696,11065,0,0,0,696,0
1,13,2,16.32,0,0,0,0.67,0.34,0.34,13.32,8.32,8.32,26.98,1656.23,1656.23,1656.23,154.85,154.85,276.38,101.57,32.63,406.27,15.3,15.3,15.3,2.33,0,0,5.82,5.82,388.71,388.71,388.71,388.71,10.5,10.5,0.33,0,7812.84,1,89.24,0,10132.04,10132.04,-417.24,19937.04,27749.89,54151.34,0,0,33989.98,41802.82,0,0,0,20709.61,0,0,1,0,0,0,0,0,0,1,0.17,0.17,1.67,78.17,78.17,78.17,19.81,19.81,14.66,5.33,3.66,24.64,2.66,2.66,2.66,0,0,0,0,0,38.71,38.71,38.71,38.71,0.83,0.83,0,0,491.18,0,4.66,0,259.24,259.24,4.66,527.82,1018.98,0,0,0,527.82,1018.98,0,0,0,527.82,0,0,0.66,0,0,0,0,0,0,3.66,1.16,1.16,2.67,158.24,158.24,158.24,54.28,54.28,54.28,10.99,15.32,29.3,3.44,3.44,3.44,0,0,0,0.17,0.17,25.39,25.39,25.39,25.39,0.83,0.83,0,0,816.85,0,4.99,0,740.59,740.59,43.3,1529.47,2346.32,0,0,0,1529.47,2346.32,0,0,0,1529.47,0
1,14,2,16.32,0,0,0,0.67,0.34,0.34,13.32,8.32,8.32,26.98,1656.23,1656.23,1656.23,154.85,154.85,276.38,101.57,32.63,406.27,15.3,15.3,15.3,2.33,0,0,5.82,5.82,388.71,388.71,388.71,388.71,10.5,10.5,0.33,0,7812.84,1,89.24,0,10132.04,10132.04,-417.24,19937.04,27749.89,54151.34,0,0,33989.98,41802.82,0,0,0,20709.61,0,0,1,0,0,0,0,0,0,1,0.17,0.17,1.67,78.17,78.17,78.17,19.81,19.81,14.66,5.33,3.66,24.64,2.66,2.66,2.66,0,0,0,0,0,38.71,38.71,38.71,38.71,0.83,0.83,0,0,491.18,0,4.66,0,259.24,259.24,4.66,527.82,1018.98,0,0,0,527.82,1018.98,0,0,0,527.82,0,0,0.66,0,0,0,0,0,0,3.66,1.16,1.16,2.67,158.24,158.24,158.24,54.28,54.28,54.28,10.99,15.32,29.3,3.44,3.44,3.44,0,0,0,0.17,0.17,25.39,25.39,25.39,25.39,0.83,0.83,0,0,816.85,0,4.99,0,740.59,740.59,43.3,1529.47,2346.32,0,0,0,1529.47,2346.32,0,0,0,1529.47,0
1,15,2,16.32,0,0,0,0.67,0.34,0.34,13.32,8.32,8.32,26.98,1656.23,1656.23,1656.23,154.85,154.85,276.38,101.57,32.63,406.27,15.3,15.3,15.3,2.33,0,0,5.82,5.82,388.71,388.71,388.71,388.71,10.5,10.5,0.33,0,7812.84,1,89.24,0,10132.04,10132.04,-417.24,19937.04,27749.89,54151.34,0,0,33989.98,41802.82,0,0,0,20709.61,0,0,1,0,0,0,0,0,0,1,0.17,0.17,1.67,78.17,78.17,78.17,19.81,19.81,14.66,5.33,3.66,24.64,2.66,2.66,2.66,0,0,0,0,0,38.71,38.71,38.71,38.71,0.83,0.83,0,0,491.18,0,4.66,0,259.24,259.24,4.66,527.82,1018.98,0,0,0,527.82,1018.98,0,0,0,527.82,0,0,0.66,0,0,0,0,0,0,3.66,1.16,1.16,2.67,158.24,158.24,158.24,54.28,54.28,54.28,10.99,15.32,29.3,3.44,3.44,3.44,0,0,0,0.17,0.17,25.39,25.39,25.39,25.39,0.83,0.83,0,0,816.85,0,4.99,0,740.59,740.59,43.3,1529.47,2346.32,0,0,0,1529.47,2346.32,0,0,0,1529.47,0
1,16,31,6,3.5,0,1.5,5,0,0,2.5,1.25,1.25,83.5,677,677,677,12604.5,12604.5,2483,1414,26.5,1433.5,2.66,2.66,2.66,86.5,16,9,18,18,520.62,520.62,520.62,520.62,611.75,611.75,71.5,28.5,36296,3441,15351,0,9619.25,9619.25,-2207.5,35823,72119,126435.55,0,0,90722.5,127018.5,0,0,0,54798.5,0,1.5,0,0,0,0,0,0,0,0,0.75,0.75,3,169.65,169.65,169.65,10033.25,10033.25,123,1032.5,24.5,117,0.17,0.17,0.17,9.5,2.5,0,2,2,206.36,206.36,206.36,206.36,115.25,115.25,40.5,1.5,22993.5,171,839,0,225.5,225.5,36,1497,24490.5,0,0,0,1497,24490.5,0,0,0,1497,0,0.5,0,0,0,0,0,0,0,0,0.25,0.25,4.5,68.27,68.27,68.27,3851.25,3851.25,532.5,592.5,22.5,181,0.17,0.17,0.17,1.5,0.5,0,0.25,0.25,54.25,54.25,54.25,54.25,29,29,10.5,2,9532,50,234,0,1905.75,1905.75,24.5,4120,13652,0,0,0,4120,13652,0,0,0,4120,0
1,17,31,6,3.5,0,1.5,5,0,0,2.5,1.25,1.25,83.5,677,677,677,12604.5,12604.5,2483,1414,26.5,1433.5,2.66,2.66,2.66,86.5,16,9,18,18,520.62,520.62,520.62,520.62,611.75,611.75,71.5,28.5,36296,3441,15351,0,9619.25,9619.25,-2207.5,35823,72119,126435.55,0,0,90722.5,127018.5,0,0,0,54798.5,0,1.5,0,0,0,0,0,0,0,0,0.75,0.75,3,169.65,169.65,169.65,10033.25,10033.25,123,1032.5,24.5,117,0.17,0.17,0.17,9.5,2.5,0,2,2,206.36,206.36,206.36,206.36,115.25,115.25,40.5,1.5,22993.5,171,839,0,225.5,225.5,36,1497,24490.5,0,0,0,1497,24490.5,0,0,0,1497,0,0.5,0,0,0,0,0,0,0,0,0.25,0.25,4.5,68.27,68.27,68.27,3851.25,3851.25,532.5,592.5,22.5,181,0.17,0.17,0.17,1.5,0.5,0,0.25,0.25,54.25,54.25,54.25,54.25,29,29,10.5,2,9532,50,234,0,1905.75,1905.75,24.5,4120,13652,0,0,0,4120,13652,0,0,0,4120,0
1,18,1058,3,2,0,0,0,0,0,0,0,0,0,0.33,0.33,0.33,0,0,51011,0,0,9,0,0,0,3,1,0,1357.5,1357.5,1428.5,1428.5,1428.5,1428.5,5281,5281,0,0,71079,0,11915,0,9110,9110,1314,31449,102528,189526,0,0,220975,292054,-81138.36,0,0,183217,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,30.5,30.5,134.5,134.5,134.5,134.5,73.5,73.5,0,0,1455,0,1043,0,164,164,9,1380,2835,0,0,0,1380,2835,0,0,0,1380,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1807,0,0,0,0,0,0,0,0,0,2,2,109.5,109.5,109.5,109.5,13,13,0,0,2280,0,1471,0,558.5,558.5,8,2596,4876,0,0,0,2596,4876,0,0,0,2596,0
1,19,28,0,4,0,11,3,0,0,1,0,0,6,171.17,171.17,171.17,78.5,78.5,110,1050,11,64,4.33,4.33,4.33,692,22,4,11.5,11.5,1003.25,1003.25,1003.25,1003.25,149.5,149.5,0,0,7025,105,5454,2,5861.5,5861.5,22,17306,24331,26453.89,0,0,40465,47490,0,0,0,19449,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66,8.66,8.66,8.5,8.5,0,32,0,2,0,0,0,55,0,0,0,0,49.75,49.75,49.75,49.75,7.5,7.5,0,0,346,6,423,0,118.5,118.5,0,666,1012,0,0,0,666,1012,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65,13.65,13.65,31,31,2,111,4,6,0,0,0,29,0,0,0,0,43.75,43.75,43.75,43.75,7,7,0,0,444,6,320,0,281,281,0,888,1332,0,0,0,888,1332,0,0,0,888,0
1,20,2601,206,6637,1048,12043,790,9,9,551,579,579,659,926.73,926.73,926.73,3880.5,3880.5,5903,1752,19608,34617,802.2,802.2,802.2,8605,6618,263,1548,1548,5321.5,5321.5,5321.5,5321.5,8015.5,8015.5,1226,927,158596,1621,22366,34,3573,3573,1791,32958,191554,2167,0,0,35125,193721,-32195.91,0,0,-36419,0,332,7,1004,87,3882,103,1.5,1.5,154,120,120,121,92.58,92.58,92.58,914,914,156,152,6848,9527,129.21,129.21,129.21,1560,1056,32,229.5,229.5,650.5,650.5,650.5,650.5,846,846,78,94,32683,114,1756,8,169.5,169.5,419,2636,35319,0,0,0,2636,35319,0,0,0,2636,0,90,2,250,64,87,172,0,0,91,39,39,24,30.97,30.97,30.97,596,596,198,153,2536,2354,48.28,48.28,48.28,191,75,9,29.5,29.5,86.25,86.25,86.25,86.25,152,152,49,36,8597,53,791,1,404.5,404.5,135,1789,10386,0,0,0,1789,10386,0,0,0,1789,0
1,21,3264,210,871,283,1311,296,79,79,1680,578.5,578.5,1165,223.78,223.78,223.78,1386.5,1386.5,340,332,726,2752,4817.84,4817.84,4817.84,7956,2111,44815,3413,3413,3431.5,3431.5,3431.5,3431.5,8859.5,8859.5,0,1881,127492,0,0,0,609462,609462,0,1218924,1346416,0,0,0,1218924,1346416,-309746.78,0,0,1218924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,1323.67,375.96,2594.74,204.13,3937.06,536.8,27.47,27.47,1387.94,2177.15,2177.15,627.71,260.36,260.36,260.36,1221.11,1221.11,766.24,354.32,894.77,2472.86,2364.26,2364.26,2364.26,8522.8,978.35,585.08,2097.23,2097.23,5119.88,5119.88,5119.88,5119.88,6984.17,6984.17,0,1795.88,80733.85,34.63,39733.56,22321.33,0,0,0,62089.52,142823.37,0.33,0,0,62089.85,142823.7,-3799.46,0,0,71855.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,23,1323.67,375.96,2594.74,204.13,3937.06,536.8,27.47,27.47,1387.94,2177.15,2177.15,627.71,260.36,260.36,260.36,1221.11,1221.11,766.24,354.32,894.77,2472.86,2364.26,2364.26,2364.26,8522.8,978.35,585.08,2097.23,2097.23,5119.88,5119.88,5119.88,5119.88,6984.17,6984.17,0,1795.88,80733.85,34.63,39733.56,22321.33,0,0,0,62089.52,142823.37,0.33,0,0,62089.85,142823.7,-3799.46,0,0,71855.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,1323.67,375.96,2594.74,204.13,3937.06,536.8,27.47,27.47,1387.94,2177.15,2177.15,627.71,260.36,260.36,260.36,1221.11,1221.11,766.24,354.32,894.77,2472.86,2364.26,2364.26,2364.26,8522.8,978.35,585.08,2097.23,2097.23,5119.88,5119.88,5119.88,5119.88,6984.17,6984.17,0,1795.88,80733.85,34.63,39733.56,22321.33,0,0,0,62089.52,142823.37,0.33,0,0,62089.85,142823.7,-3799.46,0,0,71855.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,25,19388,1469,45926,3559,8936,2108,358,358,3066,3018,3018,5490,4218.45,4218.45,4218.45,10942.5,10942.5,10579,3989,11828,54219,1491.51,1491.51,1491.51,18540,2546,749,3597.5,3597.5,25008.25,25008.25,25008.25,25008.25,8345.5,8345.5,3268,1694,367057,15556,462245,88,63856,63856,1913,607514,974571,276404.47,0,0,713770,1080827,0,0,0,617228,0,571,43,1944,163,350,130,46,46,139,188,188,255,157.84,157.84,157.84,704,704,284,115,892,2571,100.24,100.24,100.24,1096,135,49,174,174,1145.75,1145.75,1145.75,1145.75,400.5,400.5,160,76,17356,778,27044,3,3204.5,3204.5,90,34324,51680,0,0,0,34324,51680,0,0,0,34324,0,302,24,907,183,211,314,6,6,158,105.5,105.5,173,129.53,129.53,129.53,1027,1027,361,154,802,640,103.24,103.24,103.24,394,69,21,80,80,497,497,497,497,254,254,91,52,10488,406,10644,0,1841,1841,54,14786,25274,0,0,0,14786,25274,0,0,0,14786,0
1,26,9310,2932,5223,2214,2436,901,22,22,2585,1037,1037,1967,1147.52,1147.52,1147.52,2667,2667,1925,1770,3517,18921,2427.24,2427.24,2427.24,67615,46866,47995,10475.5,10475.5,12129.25,12129.25,12129.25,12129.25,3475,3475,0,85462,396244,4,239270,0,0,0,0,239274,635518,913,0,0,240187,636431,-55328.64,0,0,265184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0.33,0.33,12,10,9,0,0,1.25,1.25,1.25,1.25,0,0,0,10,48,0,29,0,0,0,0,29,77,0,0,0,29,77,0,0,0,29,0,4,1,4,4,0,3,0,0,3,1.5,1.5,1,1,1,1,5,5,0,2,7,9,5.66,5.66,5.66,44,40,42,5,5,6.5,6.5,6.5,6.5,4,4,0,59,300,0,171,0,0,0,0,171,471,0,0,0,171,471,0,0,0,171,0
1,27,154,188,483,150,239,251,11,11,279,139,139,485,196.48,196.48,196.48,392,392,113,181,500,2578,503.83,503.83,503.83,29071,5795,2104,5240,5240,4856.75,4856.75,4856.75,4856.75,2033.5,2033.5,0,20521,100253,0,1084898,716,0,0,0,1085614,1185867,184,0,0,1085798,1186051,-19184.19,0,0,1086333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
