Region_name,IndustrySector_Code,N,RT_bldg_avg_days
Region2,-999,6,7.5
Region2,32,6,20
Region2,-999,2,7.5
Region2,32,6,20
Region2,32,6,20
Region2,32,6,20
Region2,37,12,20
Region2,-999,2,7.5
Region2,26,6,20
Region2,26,6,20
Region2,25,6,10
Region2,21,6,10
Region2,27,12,20
Region2,27,6,20
Region2,-999,3,7.5
Region2,3,6,10
Region2,3,2,10
Region2,25,6,10
Region2,31,12,10
Region2,32,6,20
Region2,32,12,20
Region2,35,6,10
Region2,37,6,20
Region2,-999,6,7.5
Region2,-999,5,7.5
Region2,25,6,10
Region2,28,12,20
Region2,32,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,4,5,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,28,18,20
Region2,28,6,20
Region2,21,6,10
Region2,3,6,10
Region2,27,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,12,12,10
Region2,15,5,10
Region2,28,6,20
Region2,21,6,10
Region2,32,6,20
Region2,28,12,20
Region2,28,6,20
Region2,-999,2,7.5
Region2,28,12,20
Region2,17,64,10
Region2,27,6,20
Region2,32,6,20
Region2,-999,6,7.5
Region2,21,6,10
Region2,27,6,20
Region2,32,6,20
Region2,-999,6,7.5
Region2,-999,2,7.5
Region2,3,18,10
Region2,19,41,10
Region2,28,6,20
Region2,30,6,10
Region2,-999,6,7.5
Region2,3,6,10
Region2,6,3,10
Region2,3,6,10
Region2,25,6,10
Region2,35,6,10
Region2,21,6,10
Region2,26,6,20
Region2,27,12,20
Region2,32,6,20
Region2,-999,6,7.5
Region2,-999,2,7.5
Region2,3,6,10
Region2,3,6,10
Region2,-999,2,7.5
Region2,28,6,20
Region2,27,6,20
Region2,-999,6,7.5
Region2,19,41,10
Region2,-999,2,7.5
Region2,3,6,10
Region2,32,6,20
Region2,26,6,20
Region2,-999,4,7.5
Region2,5,6,10
Region2,28,6,20
Region2,32,6,20
Region2,33,6,20
Region2,21,6,10
Region2,27,6,20
Region2,-999,6,7.5
Region2,3,12,10
Region2,20,12,10
Region2,25,12,10
Region2,28,6,20
Region2,35,6,10
Region2,21,6,10
Region2,21,6,10
Region2,-999,6,7.5
Region2,-999,3,7.5
Region2,28,12,20
Region2,35,6,10
Region2,32,6,20
Region2,32,12,20
Region2,21,6,10
Region2,-999,6,7.5
Region2,-999,5,7.5
Region2,28,6,20
Region2,28,6,20
Region2,31,12,10
Region2,31,6,10
Region2,32,6,20
Region2,27,6,20
Region2,-999,18,7.5
Region2,3,18,10
Region2,28,6,20
Region2,28,6,20
Region2,30,12,10
Region2,32,6,20
Region2,25,6,10
Region2,3,6,10
Region2,28,6,20
Region2,32,6,20
Region2,33,6,20
Region2,35,6,10
Region2,-999,2,7.5
Region2,28,6,20
Region2,32,6,20
Region2,35,6,10
Region2,37,6,20
Region2,27,12,20
Region2,25,12,10
Region2,25,12,10
Region2,28,6,20
Region2,4,6,10
Region2,30,6,10
Region2,32,6,20
Region2,12,12,10
Region2,-999,6,7.5
Region2,4,6,10
Region2,3,6,10
Region2,3,12,10
Region2,28,6,20
Region2,32,6,20
Region2,36,6,10
Region2,-999,2,7.5
Region2,-999,3,7.5
Region2,3,12,10
Region2,32,6,20
Region2,35,6,10
Region2,3,2,10
Region2,3,6,10
Region2,3,18,10
Region2,5,23,10
Region2,34,6,20
Region2,25,6,10
Region2,21,6,10
Region2,21,6,10
Region2,26,6,20
Region2,-999,6,7.5
Region2,3,6,10
Region2,3,2,10
Region2,3,12,10
Region2,3,6,10
Region2,25,12,10
Region2,25,6,10
Region2,25,12,10
Region2,32,6,20
Region2,32,6,20
Region2,33,6,20
Region2,35,6,10
Region2,35,6,10
Region2,3,6,10
Region2,3,6,10
Region2,32,6,20
Region2,32,6,20
Region2,25,6,10
Region2,30,6,10
Region2,32,12,20
Region2,35,6,10
Region2,3,6,10
Region2,3,6,10
Region2,3,2,10
Region2,35,6,10
Region2,-999,6,7.5
Region2,19,5,10
Region2,35,6,10
Region2,32,12,20
Region2,-999,12,7.5
Region2,3,6,10
Region2,25,6,10
Region2,28,6,20
Region2,28,6,20
Region2,36,6,10
Region2,21,6,10
Region2,26,6,20
Region2,27,6,20
Region2,3,2,10
Region2,5,6,10
Region2,12,23,10
Region2,15,5,10
Region2,19,41,10
Region2,32,6,20
Region2,32,6,20
Region2,37,12,20
Region2,27,6,20
Region2,9,5,10
Region2,12,12,10
Region2,22,12,10
Region2,37,12,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,19,41,10
Region2,26,6,20
Region2,21,6,10
Region2,27,6,20
Region2,27,6,20
Region2,29,6,10
Region2,-999,6,7.5
Region2,26,6,20
Region2,25,6,10
Region2,28,6,20
Region2,9,6,10
Region2,5,23,10
Region2,37,6,20
Region2,21,6,10
Region2,21,6,10
Region2,30,6,10
Region2,32,12,20
Region2,-999,6,7.5
Region2,3,6,10
Region2,9,10,10
Region2,19,41,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,28,12,20
Region2,28,23,20
Region2,21,6,10
Region2,32,6,20
Region2,3,6,10
Region2,21,6,10
Region2,-999,2,7.5
Region2,3,6,10
Region2,25,12,10
Region2,25,6,10
Region2,28,6,20
Region2,35,6,10
Region2,5,23,10
Region2,21,6,10
Region2,-999,2,7.5
Region2,32,6,20
Region2,32,6,20
Region2,28,6,20
Region2,21,6,10
Region2,-999,2,7.5
Region2,3,6,10
Region2,12,12,10
Region2,19,41,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,30,6,10
Region2,31,6,10
Region2,32,6,20
Region2,33,6,20
Region2,21,6,10
Region2,27,6,20
Region2,32,6,20
Region2,-999,12,7.5
Region2,-999,2,7.5
Region2,1,6,2
Region2,1,6,2
Region2,3,12,10
Region2,3,5,10
Region2,3,12,10
Region2,5,23,10
Region2,9,15,10
Region2,19,41,10
Region2,28,6,20
Region2,30,6,10
Region2,32,6,20
Region2,32,6,20
Region2,32,6,20
Region2,34,64,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,5,23,10
Region2,28,18,20
Region2,37,6,20
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,35,6,10
Region2,28,6,20
Region2,-999,2,7.5
Region2,37,6,20
Region2,19,5,10
Region2,28,6,20
Region2,-999,2,7.5
Region2,35,6,10
Region2,-999,6,7.5
Region2,-999,2,7.5
Region2,28,6,20
Region2,9,5,10
Region2,9,5,10
Region2,17,64,10
Region2,21,6,10
Region2,32,18,20
Region2,-999,3,7.5
Region2,3,6,10
Region2,28,12,20
Region2,32,6,20
Region2,15,15,10
Region2,21,6,10
Region2,-999,2,7.5
Region2,28,6,20
Region2,21,6,10
Region2,-999,4,7.5
Region2,3,12,10
Region2,5,23,10
Region2,25,6,10
Region2,25,12,10
Region2,28,6,20
Region2,32,6,20
Region2,32,12,20
Region2,32,6,20
Region2,35,6,10
Region2,30,6,10
Region2,35,6,10
Region2,-999,6,7.5
Region2,-999,2,7.5
Region2,3,6,10
Region2,3,2,10
Region2,37,6,20
Region2,-999,6,7.5
Region2,3,12,10
Region2,3,6,10
Region2,25,12,10
Region2,37,6,20
Region2,25,6,10
Region2,32,6,20
Region2,35,6,10
Region2,-999,2,7.5
Region2,21,12,10
Region2,3,6,10
Region2,16,5,10
Region2,19,41,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,28,6,20
Region2,37,6,20
Region2,28,6,20
Region2,32,6,20
Region2,33,6,20
Region2,35,6,10
Region2,21,6,10
Region2,-999,5,7.5
Region2,25,6,10
Region2,-999,6,7.5
Region2,-999,3,7.5
Region2,35,6,10
Region2,-999,3,7.5
Region2,3,6,10
Region2,-999,4,7.5
Region2,35,6,10
Region2,-999,2,7.5
Region2,35,6,10
Region2,26,6,20
Region2,-999,2,7.5
Region2,28,6,20
Region2,3,6,10
Region2,5,6,10
Region2,21,6,10
Region2,21,6,10
Region2,27,6,20
Region2,32,12,20
Region2,-999,6,7.5
Region2,-999,8,7.5
Region2,3,18,10
Region2,3,6,10
Region2,3,6,10
Region2,25,29,10
Region2,28,6,20
Region2,28,6,20
Region2,35,6,10
Region2,37,6,20
Region2,32,12,20
Region2,-999,3,7.5
Region2,28,6,20
Region2,21,12,10
Region2,21,6,10
Region2,27,12,20
Region2,27,6,20
Region2,28,6,20
Region2,-999,18,7.5
Region2,-999,22,7.5
Region2,-999,2,7.5
Region2,3,4,10
Region2,12,12,10
Region2,12,3,10
Region2,19,81,10
Region2,25,6,10
Region2,28,18,20
Region2,28,18,20
Region2,32,12,20
Region2,32,6,20
Region2,33,18,20
Region2,35,6,10
Region2,35,6,10
Region2,35,6,10
Region2,37,6,20
Region2,21,6,10
Region2,21,6,10
Region2,-999,5,7.5
Region2,25,6,10
Region2,25,12,10
Region2,28,6,20
Region2,30,6,10
Region2,32,6,20
Region2,21,18,10
Region2,21,12,10
Region2,27,6,20
Region2,27,6,20
Region2,28,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,3,6,10
Region2,13,20,10
Region2,19,41,10
Region2,28,12,20
Region2,28,6,20
Region2,35,6,10
Region2,35,12,10
Region2,35,6,10
Region2,35,6,10
Region2,32,12,20
Region2,-999,6,7.5
Region2,3,18,10
Region2,3,20,10
Region2,28,18,20
Region2,35,6,10
Region2,35,6,10
Region2,35,6,10
Region2,35,6,10
Region2,21,12,10
Region2,21,6,10
Region2,21,6,10
Region2,27,6,20
Region2,30,6,10
Region2,32,35,20
Region2,-999,18,7.5
Region2,-999,7,7.5
Region2,1,18,2
Region2,3,12,10
Region2,3,2,10
Region2,3,12,10
Region2,5,69,10
Region2,5,5,10
Region2,12,23,10
Region2,17,64,10
Region2,19,41,10
Region2,20,12,10
Region2,25,12,10
Region2,25,6,10
Region2,25,6,10
Region2,25,18,10
Region2,25,6,10
Region2,25,6,10
Region2,28,18,20
Region2,28,12,20
Region2,32,18,20
Region2,32,6,20
Region2,33,6,20
Region2,34,6,20
Region2,35,12,10
Region2,35,6,10
Region2,35,6,10
Region2,36,6,10
Region2,37,6,20
Region2,-999,2,7.5
Region2,19,41,10
Region2,21,12,10
Region2,27,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,5,23,10
Region2,9,5,10
Region2,19,41,10
Region2,28,6,20
Region2,28,12,20
Region2,33,6,20
Region2,35,6,10
Region2,21,6,10
Region2,21,6,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,-999,4,7.5
Region2,3,6,10
Region2,28,12,20
Region2,32,6,20
Region2,33,6,20
Region2,35,6,10
Region2,35,6,10
Region2,37,6,20
Region2,15,5,10
Region2,15,10,10
Region2,21,6,10
Region2,-999,2,7.5
Region2,3,12,10
Region2,5,23,10
Region2,25,23,10
Region2,25,6,10
Region2,25,6,10
Region2,28,18,20
Region2,28,12,20
Region2,35,12,10
Region2,21,18,10
Region2,21,6,10
Region2,-999,2,7.5
Region2,32,6,20
Region2,35,6,10
Region2,20,12,10
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,21,6,10
Region2,-999,2,7.5
Region2,-999,6,7.5
Region2,3,6,10
Region2,-999,2,7.5
Region2,21,6,10
Region2,5,23,10
Region2,28,6,20
Region2,-999,2,7.5
Region2,-999,3,7.5
Region2,4,6,10
Region2,5,5,10
Region2,25,6,10
Region2,36,6,10
Region2,21,6,10
Region2,21,6,10
Region2,-999,2,7.5
Region2,3,2,10
Region2,28,6,20
Region2,32,12,20
Region2,32,12,20
Region2,33,12,20
Region2,35,6,10
Region2,35,6,10
Region2,21,6,10
Region2,-999,6,7.5
Region2,30,6,10
Region2,-999,2,7.5
Region2,-999,3,7.5
Region2,37,6,20
Region2,30,6,10
Region2,31,6,10
Region2,32,6,20
Region2,32,6,20
Region2,33,12,20
Region2,-999,3,7.5
Region2,4,6,10
Region2,32,6,20
Region2,-999,2,7.5
Region2,-999,3,7.5
Region2,19,81,10
Region2,21,6,10
Region2,32,6,20
Region2,28,12,20
Region2,5,5,10
Region2,28,12,20
Region2,21,6,10
Region2,-999,2,7.5
Region2,3,6,10
Region2,35,6,10
Region2,-999,2,7.5
Region2,3,6,10
Region2,3,12,10
Region2,3,6,10
Region2,3,12,10
Region2,-999,3,7.5
Region2,32,12,20
Region2,32,6,20
Region2,35,6,10
Region2,3,6,10
Region2,5,23,10
Region2,35,6,10
Region2,32,6,20
Region2,25,12,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,17,64,10
Region2,37,6,20
Region2,-999,2,7.5
Region2,4,5,10
Region2,5,5,10
Region2,25,12,10
Region2,27,6,20
Region2,-999,2,7.5
Region2,1,6,2
Region2,3,2,10
Region2,13,5,10
Region2,25,6,10
Region2,28,12,20
Region2,32,6,20
Region2,37,6,20
Region2,21,6,10
Region2,21,6,10
Region2,28,6,20
Region2,35,6,10
Region2,37,6,20
Region2,21,12,10
Region2,21,6,10
Region2,27,18,20
Region2,32,12,20
Region2,32,6,20
Region2,-999,23,7.5
Region2,-999,8,7.5
Region2,3,6,10
Region2,3,2,10
Region2,3,6,10
Region2,3,12,10
Region2,4,10,10
Region2,5,12,10
Region2,5,115,10
Region2,5,10,10
Region2,28,64,20
Region2,28,6,20
Region2,32,6,20
Region2,35,6,10
Region2,35,6,10
Region2,35,18,10
Region2,35,6,10
Region2,37,6,20
Region2,-999,6,7.5
Region2,-999,18,7.5
Region2,5,5,10
Region2,6,6,10
Region2,19,41,10
Region2,25,12,10
Region2,32,6,20
Region2,35,6,10
Region2,35,6,10
Region2,36,6,10
Region2,32,6,20
Region2,-999,2,7.5
Region2,5,46,10
Region2,28,6,20
Region2,28,6,20
Region2,35,6,10
Region2,28,6,20
Region2,3,6,10
Region2,-999,2,7.5
Region2,35,6,10
Region2,-999,2,7.5
Region2,15,5,10
Region2,30,6,10
Region2,32,6,20
Region2,-999,12,7.5
Region2,-999,13,7.5
Region2,3,6,10
Region2,12,12,10
Region2,15,5,10
Region2,15,15,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,28,18,20
Region2,35,6,10
Region2,36,6,10
Region2,36,6,10
Region2,37,6,20
Region2,21,12,10
Region2,21,6,10
Region2,-999,2,7.5
Region2,3,2,10
Region2,-999,2,7.5
Region2,-999,3,7.5
Region2,3,6,10
Region2,15,5,10
Region2,17,64,10
Region2,25,6,10
Region2,28,6,20
Region2,28,6,20
Region2,30,6,10
Region2,33,6,20
Region2,35,6,10
Region2,36,6,10
Region2,37,6,20
Region2,12,12,10
Region2,32,6,20
Region2,-999,2,7.5
Region2,16,5,10
Region2,28,6,20
Region2,21,6,10
Region2,26,6,20
Region2,29,6,10
Region2,30,6,10
Region2,-999,18,7.5
Region2,-999,11,7.5
Region2,-999,12,7.5
Region2,3,23,10
Region2,3,2,10
Region2,3,6,10
Region2,5,23,10
Region2,19,41,10
Region2,20,12,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,28,12,20
Region2,28,6,20
Region2,30,6,10
Region2,32,12,20
Region2,34,6,20
Region2,35,6,10
Region2,35,18,10
Region2,37,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,28,6,20
Region2,28,6,20
Region2,21,6,10
Region2,28,6,20
Region2,-999,6,7.5
Region2,28,6,20
Region2,32,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,5,23,10
Region2,28,18,20
Region2,28,12,20
Region2,21,6,10
Region2,21,6,10
Region2,28,6,20
Region2,30,6,10
Region2,32,6,20
Region2,32,18,20
Region2,-999,6,7.5
Region2,5,23,10
Region2,5,23,10
Region2,5,15,10
Region2,5,20,10
Region2,6,5,10
Region2,9,15,10
Region2,10,6,10
Region2,12,23,10
Region2,13,5,10
Region2,13,5,10
Region2,19,41,10
Region2,25,6,10
Region2,25,12,10
Region2,28,29,20
Region2,28,69,20
Region2,-999,6,7.5
Region2,3,6,10
Region2,34,6,20
Region2,-999,6,7.5
Region2,28,6,20
Region2,19,41,10
Region2,28,6,20
Region2,19,41,10
Region2,3,6,10
Region2,20,12,10
Region2,32,6,20
Region2,3,6,10
Region2,35,12,10
Region2,35,6,10
Region2,-999,2,7.5
Region2,28,6,20
Region2,31,6,10
Region2,5,5,10
Region2,-999,2,7.5
Region2,27,6,20
Region2,28,6,20
Region2,3,6,10
Region2,21,6,10
Region2,32,6,20
Region2,-999,3,7.5
Region2,32,6,20
Region2,27,6,20
Region2,-999,2,7.5
Region2,-999,6,7.5
Region2,32,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,28,6,20
Region2,37,6,20
Region2,-999,3,7.5
Region2,21,6,10
Region2,32,12,20
Region2,4,6,10
Region2,25,6,10
Region2,21,6,10
Region2,-999,3,7.5
Region2,3,35,10
Region2,26,6,20
Region2,27,6,20
Region2,-999,3,7.5
Region2,3,6,10
Region2,25,6,10
Region2,25,6,10
Region2,35,6,10
Region2,28,6,20
Region2,28,23,20
Region2,-999,12,7.5
Region2,19,41,10
Region2,3,10,10
Region2,3,6,10
Region2,25,6,10
Region2,35,6,10
Region2,27,6,20
Region2,3,6,10
Region2,28,6,20
Region2,27,12,20
Region2,30,6,10
Region2,32,18,20
Region2,-999,12,7.5
Region2,25,6,10
Region2,28,6,20
Region2,35,6,10
Region2,37,6,20
Region2,21,6,10
Region2,28,12,20
Region2,32,6,20
Region2,5,5,10
Region2,28,12,20
Region2,5,5,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,-999,6,7.5
Region2,3,6,10
Region2,25,6,10
Region2,25,6,10
Region2,32,6,20
Region2,32,6,20
Region2,30,6,10
Region2,27,6,20
Region2,-999,2,7.5
Region2,5,6,10
Region2,5,69,10
Region2,32,6,20
Region2,-999,2,7.5
Region2,5,46,10
Region2,12,12,10
Region2,28,12,20
Region2,28,12,20
Region2,34,6,20
Region2,-999,6,7.5
Region2,32,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,28,18,20
Region2,32,6,20
Region2,19,41,10
Region2,28,6,20
Region2,32,6,20
Region2,32,6,20
Region2,33,35,20
Region2,34,6,20
Region2,3,12,10
Region2,3,6,10
Region2,25,6,10
Region2,32,6,20
Region2,21,6,10
Region2,21,6,10
Region2,32,6,20
Region2,-999,7,7.5
Region2,3,18,10
Region2,3,2,10
Region2,4,6,10
Region2,4,5,10
Region2,16,5,10
Region2,19,41,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,28,6,20
Region2,28,12,20
Region2,30,6,10
Region2,32,6,20
Region2,32,12,20
Region2,37,6,20
Region2,21,6,10
Region2,-999,2,7.5
Region2,3,6,10
Region2,20,12,10
Region2,32,6,20
Region2,-999,2,7.5
Region2,21,6,10
Region2,32,6,20
Region2,-999,4,7.5
Region2,3,12,10
Region2,25,6,10
Region2,25,6,10
Region2,28,18,20
Region2,34,6,20
Region2,-999,6,7.5
Region2,-999,2,7.5
Region2,3,6,10
Region2,21,6,10
Region2,32,6,20
Region2,28,6,20
Region2,-999,2,7.5
Region2,3,18,10
Region2,3,2,10
Region2,3,12,10
Region2,5,5,10
Region2,32,6,20
Region2,21,12,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,-999,3,7.5
Region2,25,12,10
Region2,25,6,10
Region2,25,6,10
Region2,25,6,10
Region2,25,18,10
Region2,21,6,10
Region2,3,6,10
Region2,25,12,10
Region2,32,6,20
Region2,37,6,20
Region2,3,23,10
Region2,3,6,10
Region2,3,12,10
Region2,3,6,10
Region2,25,6,10
Region2,25,12,10
Region2,25,6,10
Region2,35,6,10
Region2,35,6,10
Region2,28,6,20
Region2,26,6,20
Region2,-999,2,7.5
Region2,3,12,10
Region2,28,6,20
Region2,3,6,10
Region2,25,6,10
Region2,3,10,10
Region2,-999,6,7.5
Region2,-999,2,7.5
Region2,5,23,10
Region2,28,6,20
Region2,32,12,20
Region2,32,6,20
Region2,21,6,10
Region2,12,12,10
Region2,25,6,10
Region2,28,6,20
Region2,32,12,20
Region2,-999,6,7.5
Region2,3,18,10
Region2,28,6,20
Region2,31,6,10
Region2,5,35,10
Region2,15,5,10
Region2,28,6,20
Region2,3,18,10
Region2,28,6,20
Region2,-999,2,7.5
Region2,35,6,10
Region2,28,18,20
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,-999,3,7.5
Region2,3,6,10
Region2,5,23,10
Region2,5,5,10
Region2,21,12,10
Region2,21,6,10
Region2,27,12,20
Region2,32,12,20
Region2,-999,18,7.5
Region2,-999,3,7.5
Region2,1,6,2
Region2,3,12,10
Region2,3,12,10
Region2,3,6,10
Region2,4,6,10
Region2,5,6,10
Region2,10,6,10
Region2,19,121,10
Region2,25,6,10
Region2,25,6,10
Region2,28,12,20
Region2,28,6,20
Region2,30,6,10
Region2,30,6,10
Region2,31,6,10
Region2,32,6,20
Region2,32,6,20
Region2,32,12,20
Region2,32,6,20
Region2,35,6,10
Region2,35,6,10
Region2,35,6,10
Region2,28,6,20
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,32,6,20
Region2,20,6,10
Region2,28,46,20
Region2,28,6,20
Region2,-999,6,7.5
Region2,25,6,10
Region2,26,6,20
Region2,-999,2,7.5
Region2,21,6,10
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,27,6,20
Region2,28,6,20
Region2,28,6,20
Region2,35,18,10
Region2,35,6,10
Region2,21,6,10
Region2,21,12,10
Region2,21,6,10
Region2,27,12,20
Region2,27,6,20
Region2,28,6,20
Region2,28,6,20
Region2,32,6,20
Region2,-999,3,7.5
Region2,3,12,10
Region2,3,12,10
Region2,3,18,10
Region2,5,115,10
Region2,5,23,10
Region2,12,12,10
Region2,19,41,10
Region2,25,6,10
Region2,25,6,10
Region2,25,12,10
Region2,28,12,20
Region2,28,12,20
Region2,32,12,20
Region2,32,6,20
Region2,33,6,20
Region2,35,6,10
Region2,37,6,20
Region2,33,223,20
Region2,5,6,10
Region2,21,12,10
Region2,21,6,10
Region2,27,6,20
Region2,28,6,20
Region2,28,6,20
Region2,32,6,20
Region2,-999,9,7.5
Region2,3,12,10
Region2,3,6,10
Region2,3,6,10
Region2,5,23,10
Region2,25,6,10
Region2,28,18,20
Region2,28,12,20
Region2,32,6,20
Region2,33,6,20
Region2,34,6,20
Region2,35,6,10
Region2,36,6,10
Region2,21,6,10
Region2,27,6,20
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,28,6,20
Region2,30,6,10
Region2,35,6,10
Region2,27,12,20
Region2,-999,2,7.5
Region2,25,6,10
Region2,-999,6,7.5
Region2,3,6,10
Region2,30,6,10
Region2,-999,6,7.5
Region2,25,6,10
Region2,28,6,20
Region2,28,6,20
Region2,21,6,10
Region2,3,6,10
Region2,21,6,10
Region2,3,6,10
Region2,33,6,20
Region2,-999,3,7.5
Region2,21,6,10
Region2,25,6,10
Region2,32,6,20
Region2,28,12,20
Region2,-999,2,7.5
Region2,32,6,20
Region2,-999,2,7.5
Region2,28,6,20
Region2,35,6,10
Region2,35,12,10
Region2,35,6,10
Region2,37,6,20
Region2,-999,6,7.5
Region2,3,5,10
Region2,-999,2,7.5
Region2,-999,6,7.5
Region2,27,6,20
Region2,-999,2,7.5
Region2,28,6,20
Region2,32,6,20
Region2,35,6,10
Region2,21,12,10
Region2,21,6,10
Region2,26,6,20
Region2,32,12,20
Region2,-999,12,7.5
Region2,-999,9,7.5
Region2,1,23,2
Region2,3,6,10
Region2,3,6,10
Region2,3,6,10
Region2,3,6,10
Region2,3,6,10
Region2,4,6,10
Region2,4,18,10
Region2,9,10,10
Region2,15,10,10
Region2,15,10,10
Region2,17,64,10
Region2,20,12,10
Region2,20,92,10
Region2,25,6,10
Region2,25,6,10
Region2,28,35,20
Region2,28,18,20
Region2,32,12,20
Region2,32,6,20
Region2,32,12,20
Region2,35,6,10
Region2,36,6,10
Region2,37,6,20
Region2,37,6,20
Region2,-999,2,7.5
Region2,28,6,20
Region2,28,6,20
Region2,21,6,10
Region2,25,6,10
Region2,35,5,10
Region2,28,6,20
Region2,-999,3,7.5
Region2,4,5,10
Region2,5,23,10
Region2,21,6,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,-999,7,7.5
Region2,3,6,10
Region2,6,6,10
Region2,28,6,20
Region2,32,6,20
Region2,32,6,20
Region2,33,6,20
Region2,34,6,20
Region2,-999,2,7.5
Region2,13,5,10
Region2,13,5,10
Region2,28,6,20
Region2,3,6,10
Region2,9,23,10
Region2,13,15,10
Region2,-999,2,7.5
Region2,30,6,10
Region2,36,6,10
Region2,21,6,10
Region2,27,6,20
Region2,-999,4,7.5
Region2,3,6,10
Region2,28,12,20
Region2,37,6,20
Region2,13,5,10
Region2,16,5,10
Region2,28,6,20
Region2,28,6,20
Region2,28,6,20
Region2,-999,6,7.5
Region2,28,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,3,12,10
Region2,28,6,20
Region2,30,6,10
Region2,37,6,20
Region2,34,6,20
Region2,35,6,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,-999,2,7.5
Region2,3,12,10
Region2,3,6,10
Region2,3,29,10
Region2,3,12,10
Region2,3,35,10
Region2,3,6,10
Region2,5,6,10
Region2,28,6,20
Region2,-999,6,7.5
Region2,28,6,20
Region2,3,2,10
Region2,28,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,35,6,10
Region2,37,6,20
Region2,30,6,10
Region2,-999,2,7.5
Region2,3,6,10
Region2,-999,2,7.5
Region2,32,6,20
Region2,28,6,20
Region2,3,6,10
Region2,28,6,20
Region2,21,6,10
Region2,28,12,20
Region2,32,6,20
Region2,21,6,10
Region2,27,6,20
Region2,3,6,10
Region2,25,12,10
Region2,28,6,20
Region2,5,5,10
Region2,25,6,10
Region2,-999,2,7.5
Region2,-999,3,7.5
Region2,-999,2,7.5
Region2,32,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,3,12,10
Region2,4,6,10
Region2,25,6,10
Region2,32,6,20
Region2,21,6,10
Region2,3,12,10
Region2,3,6,10
Region2,25,12,10
Region2,25,12,10
Region2,28,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,32,6,20
Region2,33,6,20
Region2,34,6,20
Region2,-999,6,7.5
Region2,3,2,10
Region2,20,12,10
Region2,25,6,10
Region2,25,6,10
Region2,32,6,20
Region2,37,6,20
Region2,21,6,10
Region2,28,6,20
Region2,3,6,10
Region2,5,5,10
Region2,25,6,10
Region2,32,6,20
Region2,33,6,20
Region2,32,6,20
Region2,-999,2,7.5
Region2,31,6,10
Region2,32,6,20
Region2,33,6,20
Region2,-999,2,7.5
Region2,21,6,10
Region2,25,6,10
Region2,-999,2,7.5
Region2,6,2,10
Region2,21,6,10
Region2,21,6,10
Region2,21,6,10
Region2,32,6,20
Region2,12,12,10
Region2,12,23,10
Region2,19,81,10
Region2,19,41,10
Region2,31,6,10
Region2,31,6,10
Region2,32,6,20
Region2,21,6,10
Region2,26,6,20
Region2,26,6,20
Region2,27,6,20
Region2,4,18,10
Region2,5,10,10
Region2,10,5,10
Region2,25,6,10
Region2,25,6,10
Region2,-999,2,7.5
Region2,-999,2,7.5
Region2,35,12,10
Region2,26,6,20
Region2,3,2,10
Region2,5,5,10
Region2,13,5,10
Region2,33,6,20
Region2,37,6,20
Region2,21,6,10
Region2,32,6,20
Region2,-999,6,7.5
Region2,35,6,10
Region2,35,6,10
Region2,32,6,20
Region2,6,6,10
Region2,3,6,10
Region2,3,6,10
Region2,5,23,10
Region2,32,6,20
Region2,-999,3,7.5
Region2,20,12,10
Region2,25,6,10
Region2,28,6,20
Region2,31,6,10
Region2,32,6,20
Region2,32,6,20
Region2,34,6,20
Region2,-999,2,7.5
Region2,3,6,10
Region2,25,6,10
